customer_id,customer_name,email,registration_date,customer_type
102,Customer_102,cust102@example.com,2026-05-30 15:57:43.621961,REGULAR
103,Customer_103,cust103@example.com,2026-03-05 15:57:43.621962,VIP
104,Customer_104,cust104@example.com,2026-01-09 15:57:43.621964,REGULAR
105,Customer_105,cust105@example.com,2026-01-17 15:57:43.621965,REGULAR
106,Customer_106,cust106@example.com,2025-09-29 15:57:43.621966,VIP
107,Customer_107,cust107@example.com,2026-03-24 15:57:43.621968,PREMIUM
108,Customer_108,cust108@example.com,2026-06-22 15:57:43.621970,PREMIUM
109,Customer_109,cust109@example.com,2026-02-18 15:57:43.621971,VIP
110,Customer_110,cust110@example.com,2025-09-29 15:57:43.621973,VIP
111,Customer_111,cust111@example.com,2026-03-10 15:57:43.621974,VIP
112,Customer_112,cust112@example.com,2026-02-19 15:57:43.621976,VIP
113,Customer_113,cust113@example.com,2026-04-29 15:57:43.621977,REGULAR
114,Customer_114,cust114@example.com,2025-08-23 15:57:43.621979,VIP
115,Customer_115,cust115@example.com,2026-06-28 15:57:43.621981,PREMIUM
116,Customer_116,cust116@example.com,2026-03-30 15:57:43.621982,VIP
117,Customer_117,cust117@example.com,2026-02-09 15:57:43.621983,PREMIUM
118,Customer_118,cust118@example.com,2025-11-13 15:57:43.621985,PREMIUM
119,Customer_119,cust119@example.com,2026-07-06 15:57:43.621986,REGULAR
120,Customer_120,cust120@example.com,2025-11-26 15:57:43.621988,PREMIUM
121,Customer_121,cust121@example.com,2026-01-27 15:57:43.621989,PREMIUM
122,Customer_122,cust122@example.com,2026-04-29 15:57:43.621991,REGULAR
123,Customer_123,cust123@example.com,2026-03-10 15:57:43.621992,REGULAR
124,Customer_124,cust124@example.com,2025-09-09 15:57:43.621994,REGULAR
125,Customer_125,cust125@example.com,2026-06-28 15:57:43.621995,VIP
126,Customer_126,cust126@example.com,2025-11-03 15:57:43.621997,PREMIUM
127,Customer_127,cust127@example.com,2025-10-28 15:57:43.621998,PREMIUM
128,Customer_128,cust128@example.com,2025-10-19 15:57:43.622000,PREMIUM
129,Customer_129,cust129@example.com,2025-11-21 15:57:43.622001,REGULAR
130,Customer_130,cust130@example.com,2026-04-10 15:57:43.622003,VIP
131,Customer_131,cust131@example.com,2026-03-29 15:57:43.622004,VIP
132,Customer_132,cust132@example.com,2026-05-31 15:57:43.622006,PREMIUM
133,Customer_133,cust133@example.com,2025-11-11 15:57:43.622007,VIP
134,Customer_134,cust134@example.com,2026-01-18 15:57:43.622009,VIP
135,Customer_135,cust135@example.com,2025-07-26 15:57:43.622010,PREMIUM
136,Customer_136,cust136@example.com,2025-11-18 15:57:43.622012,PREMIUM
137,Customer_137,cust137@example.com,2026-03-23 15:57:43.622013,REGULAR
138,Customer_138,cust138@example.com,2026-03-16 15:57:43.622015,VIP
139,Customer_139,cust139@example.com,2025-11-12 15:57:43.622016,VIP
140,Customer_140,cust140@example.com,2026-04-20 15:57:43.622018,PREMIUM
141,Customer_141,cust141@example.com,2025-08-25 15:57:43.622019,PREMIUM
142,Customer_142,cust142@example.com,2026-04-13 15:57:43.622021,PREMIUM
143,Customer_143,cust143@example.com,2026-03-01 15:57:43.622022,REGULAR
144,Customer_144,cust144@example.com,2025-12-13 15:57:43.622024,PREMIUM
145,Customer_145,cust145@example.com,2026-02-05 15:57:43.622025,PREMIUM
146,Customer_146,cust146@example.com,2026-02-16 15:57:43.622027,REGULAR
147,Customer_147,cust147@example.com,2025-08-13 15:57:43.622028,VIP
148,Customer_148,cust148@example.com,2025-12-08 15:57:43.622030,VIP
149,Customer_149,cust149@example.com,2026-02-19 15:57:43.622031,PREMIUM
150,Customer_150,cust150@example.com,2025-08-17 15:57:43.622033,VIP
151,Customer_151,cust151@example.com,2026-04-10 15:57:43.622035,VIP
152,Customer_152,cust152@example.com,2025-11-29 15:57:43.622036,VIP
153,Customer_153,cust153@example.com,2025-09-24 15:57:43.622037,REGULAR
154,Customer_154,cust154@example.com,2026-05-31 15:57:43.622039,PREMIUM
155,Customer_155,cust155@example.com,2026-02-25 15:57:43.622041,VIP
156,Customer_156,cust156@example.com,2026-03-28 15:57:43.622042,VIP
157,Customer_157,cust157@example.com,2026-03-27 15:57:43.622044,VIP
158,Customer_158,cust158@example.com,2025-11-05 15:57:43.622045,PREMIUM
159,Customer_159,cust159@example.com,2026-04-29 15:57:43.622047,PREMIUM
160,Customer_160,cust160@example.com,2026-05-08 15:57:43.622048,PREMIUM
161,Customer_161,cust161@example.com,2025-10-14 15:57:43.622049,REGULAR
162,Customer_162,cust162@example.com,2026-01-13 15:57:43.622051,PREMIUM
163,Customer_163,cust163@example.com,2026-04-05 15:57:43.622052,PREMIUM
164,Customer_164,cust164@example.com,2026-02-21 15:57:43.622054,REGULAR
165,Customer_165,cust165@example.com,2026-06-20 15:57:43.622055,VIP
166,Customer_166,cust166@example.com,2025-07-30 15:57:43.622057,PREMIUM
167,Customer_167,cust167@example.com,2025-07-12 15:57:43.622058,VIP
168,Customer_168,cust168@example.com,2026-04-29 15:57:43.622060,REGULAR
169,Customer_169,cust169@example.com,2026-07-02 15:57:43.622061,PREMIUM
170,Customer_170,cust170@example.com,2025-10-29 15:57:43.622063,VIP
171,Customer_171,cust171@example.com,2025-10-16 15:57:43.622064,VIP
172,Customer_172,invalid_email_no_domain,2026-05-14 15:57:43.622066,VIP
173,Customer_173,invalid_email_no_domain,2026-01-23 15:57:43.622067,VIP
174,Customer_174,cust174@example.com,2026-04-18 15:57:43.622069,VIP
175,Customer_175,cust175@example.com,2026-05-01 15:57:43.622070,PREMIUM
176,Customer_176,cust176@example.com,2025-08-29 15:57:43.622072,REGULAR
177,Customer_177,cust177@example.com,2025-10-29 15:57:43.622073,VIP
178,Customer_178,cust178@example.com,2025-07-31 15:57:43.622075,PREMIUM
179,Customer_179,cust179@example.com,2026-05-19 15:57:43.622076,PREMIUM
180,Customer_180,cust180@example.com,2026-03-27 15:57:43.622078,VIP
181,Customer_181,cust181@example.com,2026-07-09 15:57:43.622079,REGULAR
182,Customer_182,cust182@example.com,2025-09-21 15:57:43.622081,VIP
183,Customer_183,invalid_email_no_domain,2026-03-29 15:57:43.622082,VIP
184,Customer_184,cust184@example.com,2025-11-29 15:57:43.622084,VIP
185,Customer_185,cust185@example.com,2026-01-03 15:57:43.622085,PREMIUM
186,Customer_186,cust186@example.com,2025-08-11 15:57:43.622087,VIP
187,Customer_187,cust187@example.com,2026-03-26 15:57:43.622088,VIP
188,Customer_188,cust188@example.com,2026-02-15 15:57:43.622090,VIP
189,Customer_189,cust189@example.com,2025-12-21 15:57:43.622091,PREMIUM
190,Customer_190,cust190@example.com,2025-10-12 15:57:43.622093,VIP
191,Customer_191,cust191@example.com,2025-12-23 15:57:43.622094,PREMIUM
192,Customer_192,cust192@example.com,2026-02-12 15:57:43.622096,PREMIUM
193,Customer_193,cust193@example.com,2025-07-15 15:57:43.622097,REGULAR
194,Customer_194,cust194@example.com,2026-04-02 15:57:43.622099,REGULAR
195,Customer_195,cust195@example.com,2026-03-27 15:57:43.622100,PREMIUM
196,Customer_196,cust196@example.com,2026-04-01 15:57:43.622102,VIP
197,Customer_197,cust197@example.com,2025-11-26 15:57:43.622103,REGULAR
198,Customer_198,cust198@example.com,2026-06-29 15:57:43.622105,PREMIUM
199,Customer_199,cust199@example.com,2026-03-04 15:57:43.622106,VIP
200,Customer_200,cust200@example.com,2025-12-18 15:57:43.622107,REGULAR
201,Customer_201,cust201@example.com,2026-07-04 15:57:43.622109,REGULAR
202,Customer_202,cust202@example.com,2025-08-15 15:57:43.622110,REGULAR
203,Customer_203,cust203@example.com,2026-05-04 15:57:43.622112,PREMIUM
204,Customer_204,cust204@example.com,2025-10-07 15:57:43.622113,VIP
205,Customer_205,cust205@example.com,2026-07-04 15:57:43.622115,REGULAR
206,Customer_206,cust206@example.com,2025-07-31 15:57:43.622116,PREMIUM
207,Customer_207,cust207@example.com,2026-01-17 15:57:43.622118,VIP
208,Customer_208,cust208@example.com,2026-05-18 15:57:43.622119,REGULAR
209,Customer_209,cust209@example.com,2026-01-10 15:57:43.622121,VIP
210,Customer_210,cust210@example.com,2025-07-26 15:57:43.622122,PREMIUM
211,Customer_211,cust211@example.com,2026-03-04 15:57:43.622124,REGULAR
212,Customer_212,cust212@example.com,2026-05-03 15:57:43.622125,PREMIUM
213,Customer_213,cust213@example.com,2026-05-13 15:57:43.622127,REGULAR
214,Customer_214,cust214@example.com,2026-01-14 15:57:43.622128,PREMIUM
215,Customer_215,cust215@example.com,2026-02-28 15:57:43.622130,VIP
216,Customer_216,cust216@example.com,2025-10-04 15:57:43.622131,REGULAR
217,Customer_217,cust217@example.com,2025-07-14 15:57:43.622133,REGULAR
218,Customer_218,cust218@example.com,2025-11-23 15:57:43.622134,VIP
219,Customer_219,cust219@example.com,2026-04-01 15:57:43.622135,VIP
220,Customer_220,cust220@example.com,2025-10-27 15:57:43.622137,PREMIUM
221,Customer_221,cust221@example.com,2026-07-07 15:57:43.622138,PREMIUM
222,Customer_222,cust222@example.com,2025-07-29 15:57:43.622140,VIP
223,Customer_223,cust223@example.com,2025-12-01 15:57:43.622141,VIP
224,Customer_224,cust224@example.com,2026-05-16 15:57:43.622143,PREMIUM
225,Customer_225,cust225@example.com,2026-03-22 15:57:43.622144,REGULAR
226,Customer_226,cust226@example.com,2026-05-13 15:57:43.622146,PREMIUM
227,Customer_227,cust227@example.com,2026-06-28 15:57:43.622147,PREMIUM
228,Customer_228,cust228@example.com,2025-11-21 15:57:43.622149,PREMIUM
229,Customer_229,cust229@example.com,2026-04-03 15:57:43.622150,REGULAR
230,Customer_230,cust230@example.com,2026-04-12 15:57:43.622152,REGULAR
231,Customer_231,cust231@example.com,2026-02-06 15:57:43.622153,VIP
232,Customer_232,cust232@example.com,2026-05-26 15:57:43.622155,REGULAR
233,Customer_233,cust233@example.com,2025-07-28 15:57:43.622156,PREMIUM
234,Customer_234,cust234@example.com,2026-02-28 15:57:43.622158,REGULAR
235,Customer_235,cust235@example.com,2026-04-30 15:57:43.622160,VIP
236,Customer_236,cust236@example.com,2025-11-14 15:57:43.622161,REGULAR
237,Customer_237,cust237@example.com,2025-11-24 15:57:43.622162,REGULAR
238,Customer_238,cust238@example.com,2025-08-20 15:57:43.622164,PREMIUM
239,Customer_239,cust239@example.com,2026-03-08 15:57:43.622166,REGULAR
240,Customer_240,cust240@example.com,2025-11-05 15:57:43.622167,VIP
241,Customer_241,cust241@example.com,2025-09-13 15:57:43.622169,PREMIUM
242,Customer_242,cust242@example.com,2026-05-22 15:57:43.622170,REGULAR
243,Customer_243,cust243@example.com,2025-09-12 15:57:43.622172,PREMIUM
244,Customer_244,cust244@example.com,2026-03-27 15:57:43.622173,VIP
245,Customer_245,cust245@example.com,2025-08-13 15:57:43.622175,PREMIUM
246,Customer_246,cust246@example.com,2026-02-02 15:57:43.622176,VIP
247,Customer_247,cust247@example.com,2025-12-07 15:57:43.622178,REGULAR
248,Customer_248,cust248@example.com,2026-05-15 15:57:43.622180,REGULAR
249,Customer_249,cust249@example.com,2026-02-01 15:57:43.622181,PREMIUM
250,Customer_250,cust250@example.com,2025-11-26 15:57:43.622182,VIP
251,Customer_251,cust251@example.com,2025-11-02 15:57:43.622184,VIP
252,Customer_252,cust252@example.com,2026-06-25 15:57:43.622185,REGULAR
253,Customer_253,cust253@example.com,2025-08-03 15:57:43.622187,REGULAR
254,Customer_254,cust254@example.com,2025-12-06 15:57:43.622188,VIP
255,Customer_255,cust255@example.com,2026-05-01 15:57:43.622190,REGULAR
256,Customer_256,cust256@example.com,2026-02-17 15:57:43.622191,PREMIUM
257,Customer_257,cust257@example.com,2026-05-29 15:57:43.622193,PREMIUM
258,Customer_258,cust258@example.com,2025-09-21 15:57:43.622194,REGULAR
259,Customer_259,cust259@example.com,2025-12-28 15:57:43.622196,PREMIUM
260,Customer_260,cust260@example.com,2026-01-04 15:57:43.622197,REGULAR
261,Customer_261,cust261@example.com,2026-05-21 15:57:43.622199,VIP
262,Customer_262,cust262@example.com,2025-11-21 15:57:43.622200,VIP
263,Customer_263,cust263@example.com,2025-12-21 15:57:43.622202,PREMIUM
264,Customer_264,cust264@example.com,2026-04-29 15:57:43.622203,PREMIUM
265,Customer_265,cust265@example.com,2026-02-08 15:57:43.622205,REGULAR
266,Customer_266,cust266@example.com,2026-01-08 15:57:43.622206,PREMIUM
267,Customer_267,cust267@example.com,2026-02-10 15:57:43.622208,VIP
268,Customer_268,cust268@example.com,2026-04-19 15:57:43.622209,VIP
269,Customer_269,cust269@example.com,2026-02-09 15:57:43.622211,VIP
270,Customer_270,cust270@example.com,2026-04-02 15:57:43.622212,VIP
271,Customer_271,cust271@example.com,2025-11-16 15:57:43.622214,REGULAR
272,Customer_272,cust272@example.com,2026-03-23 15:57:43.622215,PREMIUM
273,Customer_273,cust273@example.com,2026-04-30 15:57:43.622216,REGULAR
274,Customer_274,cust274@example.com,2025-11-04 15:57:43.622218,VIP
275,Customer_275,cust275@example.com,2026-07-04 15:57:43.622219,VIP
276,Customer_276,cust276@example.com,2026-03-29 15:57:43.622221,VIP
277,Customer_277,cust277@example.com,2025-09-26 15:57:43.622223,VIP
278,Customer_278,cust278@example.com,2026-03-08 15:57:43.622224,REGULAR
279,Customer_279,cust279@example.com,2026-02-09 15:57:43.622226,PREMIUM
280,Customer_280,cust280@example.com,2025-12-04 15:57:43.622227,PREMIUM
281,Customer_281,cust281@example.com,2026-07-02 15:57:43.622229,REGULAR
282,Customer_282,cust282@example.com,2025-09-18 15:57:43.622230,PREMIUM
283,Customer_283,cust283@example.com,2026-02-27 15:57:43.622232,PREMIUM
284,Customer_284,cust284@example.com,2026-04-14 15:57:43.622233,VIP
285,Customer_285,cust285@example.com,2026-02-19 15:57:43.622235,PREMIUM
286,Customer_286,cust286@example.com,2026-02-06 15:57:43.622236,PREMIUM
287,Customer_287,cust287@example.com,2025-10-26 15:57:43.622237,REGULAR
288,Customer_288,cust288@example.com,2026-02-03 15:57:43.622239,PREMIUM
289,Customer_289,cust289@example.com,2026-04-28 15:57:43.622241,VIP
290,Customer_290,cust290@example.com,2026-06-20 15:57:43.622242,VIP
291,Customer_291,cust291@example.com,2026-06-10 15:57:43.622243,REGULAR
292,Customer_292,cust292@example.com,2026-06-11 15:57:43.622245,VIP
293,Customer_293,cust293@example.com,2025-11-23 15:57:43.622246,REGULAR
294,Customer_294,cust294@example.com,2026-02-26 15:57:43.622248,VIP
295,Customer_295,cust295@example.com,2026-01-02 15:57:43.622249,VIP
296,Customer_296,cust296@example.com,2026-02-22 15:57:43.622251,PREMIUM
297,Customer_297,cust297@example.com,2026-02-10 15:57:43.622252,PREMIUM
298,Customer_298,cust298@example.com,2025-09-06 15:57:43.622254,PREMIUM
299,Customer_299,cust299@example.com,2026-05-13 15:57:43.622255,PREMIUM
300,Customer_300,cust300@example.com,2026-05-30 15:57:43.622257,PREMIUM
301,Customer_301,cust301@example.com,2026-06-11 15:57:43.622258,REGULAR
302,Customer_302,cust302@example.com,2026-06-21 15:57:43.622260,PREMIUM
303,Customer_303,cust303@example.com,2026-05-08 15:57:43.622261,VIP
304,Customer_304,cust304@example.com,2026-04-26 15:57:43.622263,VIP
305,Customer_305,cust305@example.com,2026-04-24 15:57:43.622264,PREMIUM
306,Customer_306,cust306@example.com,2025-08-22 15:57:43.622266,REGULAR
307,Customer_307,cust307@example.com,2025-07-27 15:57:43.622267,VIP
308,Customer_308,cust308@example.com,2025-09-15 15:57:43.622269,REGULAR
309,Customer_309,cust309@example.com,2025-12-24 15:57:43.622270,REGULAR
310,Customer_310,cust310@example.com,2025-10-03 15:57:43.622272,PREMIUM
311,Customer_311,cust311@example.com,2025-08-13 15:57:43.622274,VIP
312,Customer_312,cust312@example.com,2025-08-11 15:57:43.622275,REGULAR
313,Customer_313,cust313@example.com,2026-07-03 15:57:43.622277,REGULAR
314,Customer_314,cust314@example.com,2025-11-24 15:57:43.622278,VIP
315,Customer_315,cust315@example.com,2025-12-19 15:57:43.622280,PREMIUM
316,Customer_316,cust316@example.com,2026-05-09 15:57:43.622281,VIP
317,Customer_317,invalid_email_no_domain,2025-09-05 15:57:43.622283,REGULAR
318,Customer_318,cust318@example.com,2025-08-03 15:57:43.622284,PREMIUM
319,Customer_319,cust319@example.com,2025-11-25 15:57:43.622286,VIP
320,Customer_320,cust320@example.com,2025-07-22 15:57:43.622287,PREMIUM
321,Customer_321,cust321@example.com,2026-02-02 15:57:43.622289,VIP
322,Customer_322,cust322@example.com,2025-09-19 15:57:43.622290,PREMIUM
323,Customer_323,cust323@example.com,2026-05-12 15:57:43.622292,REGULAR
324,Customer_324,cust324@example.com,2025-10-23 15:57:43.622344,VIP
325,Customer_325,cust325@example.com,2025-08-31 15:57:43.622350,REGULAR
326,Customer_326,cust326@example.com,2026-05-29 15:57:43.622353,REGULAR
327,Customer_327,cust327@example.com,2026-01-20 15:57:43.622355,REGULAR
328,Customer_328,cust328@example.com,2025-08-17 15:57:43.622357,VIP
329,Customer_329,invalid_email_no_domain,2025-09-15 15:57:43.622358,VIP
330,Customer_330,cust330@example.com,2026-06-05 15:57:43.622360,REGULAR
331,Customer_331,cust331@example.com,2026-05-10 15:57:43.622361,VIP
332,Customer_332,cust332@example.com,2026-01-25 15:57:43.622363,PREMIUM
333,Customer_333,cust333@example.com,2026-03-29 15:57:43.622364,PREMIUM
334,Customer_334,cust334@example.com,2026-02-18 15:57:43.622366,REGULAR
335,Customer_335,cust335@example.com,2025-11-08 15:57:43.622368,VIP
336,Customer_336,cust336@example.com,2025-10-30 15:57:43.622369,REGULAR
337,Customer_337,cust337@example.com,2026-05-12 15:57:43.622371,REGULAR
338,Customer_338,cust338@example.com,2025-07-17 15:57:43.622372,PREMIUM
339,Customer_339,cust339@example.com,2025-12-24 15:57:43.622374,PREMIUM
340,Customer_340,cust340@example.com,2026-01-23 15:57:43.622375,VIP
341,Customer_341,cust341@example.com,2025-09-25 15:57:43.622377,VIP
342,Customer_342,cust342@example.com,2025-08-06 15:57:43.622378,REGULAR
343,Customer_343,cust343@example.com,2026-03-30 15:57:43.622380,PREMIUM
344,Customer_344,cust344@example.com,2026-01-18 15:57:43.622381,PREMIUM
345,Customer_345,cust345@example.com,2026-03-10 15:57:43.622383,REGULAR
346,Customer_346,cust346@example.com,2026-02-10 15:57:43.622384,PREMIUM
347,Customer_347,cust347@example.com,2025-10-07 15:57:43.622386,VIP
348,Customer_348,cust348@example.com,2026-01-17 15:57:43.622387,PREMIUM
349,Customer_349,cust349@example.com,2025-08-16 15:57:43.622389,REGULAR
350,Customer_350,cust350@example.com,2026-04-21 15:57:43.622390,PREMIUM
351,Customer_351,cust351@example.com,2026-03-04 15:57:43.622392,PREMIUM
352,Customer_352,cust352@example.com,2025-11-21 15:57:43.622393,REGULAR
353,Customer_353,cust353@example.com,2026-06-23 15:57:43.622395,PREMIUM
354,Customer_354,cust354@example.com,2026-04-30 15:57:43.622397,REGULAR
355,Customer_355,cust355@example.com,2025-11-25 15:57:43.622398,VIP
356,Customer_356,cust356@example.com,2025-10-30 15:57:43.622400,VIP
357,Customer_357,cust357@example.com,2025-07-16 15:57:43.622401,VIP
358,Customer_358,cust358@example.com,2025-12-19 15:57:43.622403,PREMIUM
359,Customer_359,cust359@example.com,2026-06-15 15:57:43.622405,REGULAR
360,Customer_360,cust360@example.com,2025-08-30 15:57:43.622406,REGULAR
361,Customer_361,cust361@example.com,2026-05-11 15:57:43.622408,PREMIUM
362,Customer_362,cust362@example.com,2026-02-20 15:57:43.622409,VIP
363,Customer_363,cust363@example.com,2025-11-25 15:57:43.622410,VIP
364,Customer_364,cust364@example.com,2025-10-03 15:57:43.622412,REGULAR
365,Customer_365,cust365@example.com,2025-12-19 15:57:43.622414,VIP
366,Customer_366,cust366@example.com,2026-06-14 15:57:43.622415,PREMIUM
367,Customer_367,cust367@example.com,2025-10-28 15:57:43.622417,VIP
368,Customer_368,cust368@example.com,2025-12-29 15:57:43.622418,REGULAR
369,Customer_369,cust369@example.com,2025-08-19 15:57:43.622420,VIP
370,Customer_370,cust370@example.com,2025-12-27 15:57:43.622421,PREMIUM
